"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL5805024"	""	"None"	"387.44"	"0"	"3.57"	"BDBM412963"	"N#Cc1ccc(-c2cnn(-c3ccc(C(=O)NC4CCCCC4)cn3)c2O)cc1"	"IC50"	"'='"	"52.5"	"nM"	"7.28"	""	"823519"	"UO_0000065"	"18.79"	"0.34"	"3.71"	"7.01"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"52.5"
"CHEMBL5876915"	""	"None"	"417.47"	"0"	"2.98"	"BDBM412971"	"Cc1cc(C#N)ccc1-c1cnn(-c2ccc(C(=O)NCC3CCOCC3)cn2)c1O"	"IC50"	"'='"	"56.2"	"nM"	"7.25"	""	"823527"	"UO_0000065"	"17.37"	"0.32"	"4.27"	"6.41"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"56.2"
"CHEMBL5997793"	""	"None"	"319.32"	"0"	"1.87"	"BDBM412976"	"CNC(=O)c1ccc(-n2ncc(-c3ccc(C#N)cc3)c2O)nc1"	"IC50"	"'='"	"26.3"	"nM"	"7.58"	""	"823532"	"UO_0000065"	"23.74"	"0.43"	"5.71"	"7.30"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"26.3"
"CHEMBL5961939"	""	"None"	"367.41"	"0"	"2.43"	"BDBM412986"	"COc1cc(-c2cnn(-c3ccc(C(=O)NCC(C)C)cn3)c2O)ccn1"	"IC50"	"'='"	"95.5"	"nM"	"7.02"	""	"823542"	"UO_0000065"	"19.11"	"0.36"	"4.59"	"6.87"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"95.5"
"CHEMBL5900006"	""	"None"	"353.38"	"0"	"2.18"	"BDBM412997"	"CCCNC(=O)c1ccc(-n2ncc(-c3ccnc(OC)c3)c2O)nc1"	"IC50"	"'='"	"93.3"	"nM"	"7.03"	""	"823553"	"UO_0000065"	"19.89"	"0.37"	"4.85"	"6.88"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"93.3"
"CHEMBL5938423"	""	"None"	"359.77"	"0"	"1.09"	"BDBM477219"	"NC(=O)CNC(=O)c1ncc(C#CCOc2ccc(Cl)cc2)cc1O"	"IC50"	"'='"	"125.0"	"nM"	"6.90"	""	"992704"	"UO_0000065"	"19.19"	"0.38"	"5.81"	"6.03"	"0"	"CHEMBL5736300"	"EGLN-1 Activity Assay : The EGLN-1 (or EGLN-3) enzyme activity is determined using mass spectrometry (matrix-assisted laser desorption ionization, time-of-flight MS, MALDI-TOF MS for assay details, see reference (Greis et al., 2006). Recombinant human EGLN-1-179/426 is prepared as described above and in the Supplemental Data. Full-length recombinant human EGLN-3 is prepared in a similar way, however it is necessary to use the His-MBP-TVMV EGLN-3 fusion for the assay due to the instability of the cleaved protein. For both enzymes, the HIF-1C. peptide corresponding to residues 556-574 (DLDLEALAPYIPAD DDFQL) is used as substrate. The reaction is conducted in a total volume of 50 uL containing TrisCl (5 mM, pH 7.5), ascorbate (120 uM), 2-oxoglutarate (3.2 uM), HIF-1C. (8.6 uM), and bovine serum albumin (0.01%). The enzyme, quantity predetermined to hydroxylate 20% of substrate in 20 minutes, is added to start the reaction. Where inhibitors are used, compounds are prepared in dimethyl Sulfoxide at 10-fold final assay concentration. After 20 minutes at room temperature, the reaction is stopped by transferring 10 LIL of reaction mixture to 50 LL of a mass spectrometry matrix Solution (C-cyano-4-hydroxycinnamic acid, 5 mg/mL in 50% acetonitrile/0.1% TFA, 5 mM NHPO). Two micro liters of the mixture is spotted onto a MALDI-TOF MS target plate for analysis with an Applied Biosystems (Foster City, Calif.) 4700 Proteomics Analyzer MALDI-TOF MS equipped with a Nd:YAG laser (355 nm, 3 ns pulse width, 200 HZ repetition rate). Hydroxylated peptide product is identified from substrate by the gain of 16 Da. Data defined as percent conversion of Substrate to product is analyzed in GraphPad Prism 4 to calculate ICso values."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728208"	"37"	"BindingDB Patent Bioactivity Data"	""	"2021"	"None"	""	""	""	"125.0"
"CHEMBL4756775"	""	"None"	"325.32"	"0"	"1.07"	"BDBM477256"	"O=C(O)CNC(=O)c1ncc(C#CCNc2ccccc2)cc1O"	"IC50"	"'='"	"326.0"	"nM"	"6.49"	""	"992740"	"UO_0000065"	"19.94"	"0.37"	"5.42"	"5.82"	"1"	"CHEMBL5736300"	"EGLN-1 Activity Assay : The EGLN-1 (or EGLN-3) enzyme activity is determined using mass spectrometry (matrix-assisted laser desorption ionization, time-of-flight MS, MALDI-TOF MS for assay details, see reference (Greis et al., 2006). Recombinant human EGLN-1-179/426 is prepared as described above and in the Supplemental Data. Full-length recombinant human EGLN-3 is prepared in a similar way, however it is necessary to use the His-MBP-TVMV EGLN-3 fusion for the assay due to the instability of the cleaved protein. For both enzymes, the HIF-1C. peptide corresponding to residues 556-574 (DLDLEALAPYIPAD DDFQL) is used as substrate. The reaction is conducted in a total volume of 50 uL containing TrisCl (5 mM, pH 7.5), ascorbate (120 uM), 2-oxoglutarate (3.2 uM), HIF-1C. (8.6 uM), and bovine serum albumin (0.01%). The enzyme, quantity predetermined to hydroxylate 20% of substrate in 20 minutes, is added to start the reaction. Where inhibitors are used, compounds are prepared in dimethyl Sulfoxide at 10-fold final assay concentration. After 20 minutes at room temperature, the reaction is stopped by transferring 10 LIL of reaction mixture to 50 LL of a mass spectrometry matrix Solution (C-cyano-4-hydroxycinnamic acid, 5 mg/mL in 50% acetonitrile/0.1% TFA, 5 mM NHPO). Two micro liters of the mixture is spotted onto a MALDI-TOF MS target plate for analysis with an Applied Biosystems (Foster City, Calif.) 4700 Proteomics Analyzer MALDI-TOF MS equipped with a Nd:YAG laser (355 nm, 3 ns pulse width, 200 HZ repetition rate). Hydroxylated peptide product is identified from substrate by the gain of 16 Da. Data defined as percent conversion of Substrate to product is analyzed in GraphPad Prism 4 to calculate ICso values."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728208"	"37"	"BindingDB Patent Bioactivity Data"	""	"2021"	"None"	""	""	""	"326.0"
"CHEMBL6018121"	""	"None"	"359.77"	"0"	"1.72"	"BDBM477257"	"O=C(O)CNC(=O)c1ncc(C#CCNc2ccc(Cl)cc2)cc1O"	"IC50"	"'='"	"290.0"	"nM"	"6.54"	""	"992741"	"UO_0000065"	"18.17"	"0.36"	"4.82"	"5.86"	"0"	"CHEMBL5736300"	"EGLN-1 Activity Assay : The EGLN-1 (or EGLN-3) enzyme activity is determined using mass spectrometry (matrix-assisted laser desorption ionization, time-of-flight MS, MALDI-TOF MS for assay details, see reference (Greis et al., 2006). Recombinant human EGLN-1-179/426 is prepared as described above and in the Supplemental Data. Full-length recombinant human EGLN-3 is prepared in a similar way, however it is necessary to use the His-MBP-TVMV EGLN-3 fusion for the assay due to the instability of the cleaved protein. For both enzymes, the HIF-1C. peptide corresponding to residues 556-574 (DLDLEALAPYIPAD DDFQL) is used as substrate. The reaction is conducted in a total volume of 50 uL containing TrisCl (5 mM, pH 7.5), ascorbate (120 uM), 2-oxoglutarate (3.2 uM), HIF-1C. (8.6 uM), and bovine serum albumin (0.01%). The enzyme, quantity predetermined to hydroxylate 20% of substrate in 20 minutes, is added to start the reaction. Where inhibitors are used, compounds are prepared in dimethyl Sulfoxide at 10-fold final assay concentration. After 20 minutes at room temperature, the reaction is stopped by transferring 10 LIL of reaction mixture to 50 LL of a mass spectrometry matrix Solution (C-cyano-4-hydroxycinnamic acid, 5 mg/mL in 50% acetonitrile/0.1% TFA, 5 mM NHPO). Two micro liters of the mixture is spotted onto a MALDI-TOF MS target plate for analysis with an Applied Biosystems (Foster City, Calif.) 4700 Proteomics Analyzer MALDI-TOF MS equipped with a Nd:YAG laser (355 nm, 3 ns pulse width, 200 HZ repetition rate). Hydroxylated peptide product is identified from substrate by the gain of 16 Da. Data defined as percent conversion of Substrate to product is analyzed in GraphPad Prism 4 to calculate ICso values."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728208"	"37"	"BindingDB Patent Bioactivity Data"	""	"2021"	"None"	""	""	""	"290.0"
"CHEMBL5784528"	""	"None"	"323.35"	"0"	"2.80"	"BDBM477203"	"CCc1ccc(C#Cc2cnc(C(=O)CCC(=O)O)c(O)c2)cc1"	"IC50"	"'='"	"2780.0"	"nM"	"5.56"	""	"992688"	"UO_0000065"	"17.18"	"0.32"	"2.76"	"6.35"	"0"	"CHEMBL5736300"	"EGLN-1 Activity Assay : The EGLN-1 (or EGLN-3) enzyme activity is determined using mass spectrometry (matrix-assisted laser desorption ionization, time-of-flight MS, MALDI-TOF MS for assay details, see reference (Greis et al., 2006). Recombinant human EGLN-1-179/426 is prepared as described above and in the Supplemental Data. Full-length recombinant human EGLN-3 is prepared in a similar way, however it is necessary to use the His-MBP-TVMV EGLN-3 fusion for the assay due to the instability of the cleaved protein. For both enzymes, the HIF-1C. peptide corresponding to residues 556-574 (DLDLEALAPYIPAD DDFQL) is used as substrate. The reaction is conducted in a total volume of 50 uL containing TrisCl (5 mM, pH 7.5), ascorbate (120 uM), 2-oxoglutarate (3.2 uM), HIF-1C. (8.6 uM), and bovine serum albumin (0.01%). The enzyme, quantity predetermined to hydroxylate 20% of substrate in 20 minutes, is added to start the reaction. Where inhibitors are used, compounds are prepared in dimethyl Sulfoxide at 10-fold final assay concentration. After 20 minutes at room temperature, the reaction is stopped by transferring 10 LIL of reaction mixture to 50 LL of a mass spectrometry matrix Solution (C-cyano-4-hydroxycinnamic acid, 5 mg/mL in 50% acetonitrile/0.1% TFA, 5 mM NHPO). Two micro liters of the mixture is spotted onto a MALDI-TOF MS target plate for analysis with an Applied Biosystems (Foster City, Calif.) 4700 Proteomics Analyzer MALDI-TOF MS equipped with a Nd:YAG laser (355 nm, 3 ns pulse width, 200 HZ repetition rate). Hydroxylated peptide product is identified from substrate by the gain of 16 Da. Data defined as percent conversion of Substrate to product is analyzed in GraphPad Prism 4 to calculate ICso values."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728208"	"37"	"BindingDB Patent Bioactivity Data"	""	"2021"	"None"	""	""	""	"2780.0"
"CHEMBL5849484"	""	"None"	"353.33"	"0"	"0.96"	"BDBM477213"	"CC(=O)Nc1ccc(C#Cc2cnc(C(=O)NCC(=O)O)c(O)c2)cc1"	"IC50"	"'='"	"950.0"	"nM"	"6.02"	""	"992698"	"UO_0000065"	"17.04"	"0.32"	"5.06"	"4.68"	"0"	"CHEMBL5736300"	"EGLN-1 Activity Assay : The EGLN-1 (or EGLN-3) enzyme activity is determined using mass spectrometry (matrix-assisted laser desorption ionization, time-of-flight MS, MALDI-TOF MS for assay details, see reference (Greis et al., 2006). Recombinant human EGLN-1-179/426 is prepared as described above and in the Supplemental Data. Full-length recombinant human EGLN-3 is prepared in a similar way, however it is necessary to use the His-MBP-TVMV EGLN-3 fusion for the assay due to the instability of the cleaved protein. For both enzymes, the HIF-1C. peptide corresponding to residues 556-574 (DLDLEALAPYIPAD DDFQL) is used as substrate. The reaction is conducted in a total volume of 50 uL containing TrisCl (5 mM, pH 7.5), ascorbate (120 uM), 2-oxoglutarate (3.2 uM), HIF-1C. (8.6 uM), and bovine serum albumin (0.01%). The enzyme, quantity predetermined to hydroxylate 20% of substrate in 20 minutes, is added to start the reaction. Where inhibitors are used, compounds are prepared in dimethyl Sulfoxide at 10-fold final assay concentration. After 20 minutes at room temperature, the reaction is stopped by transferring 10 LIL of reaction mixture to 50 LL of a mass spectrometry matrix Solution (C-cyano-4-hydroxycinnamic acid, 5 mg/mL in 50% acetonitrile/0.1% TFA, 5 mM NHPO). Two micro liters of the mixture is spotted onto a MALDI-TOF MS target plate for analysis with an Applied Biosystems (Foster City, Calif.) 4700 Proteomics Analyzer MALDI-TOF MS equipped with a Nd:YAG laser (355 nm, 3 ns pulse width, 200 HZ repetition rate). Hydroxylated peptide product is identified from substrate by the gain of 16 Da. Data defined as percent conversion of Substrate to product is analyzed in GraphPad Prism 4 to calculate ICso values."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728208"	"37"	"BindingDB Patent Bioactivity Data"	""	"2021"	"None"	""	""	""	"950.0"
"CHEMBL5919589"	""	"None"	"449.51"	"0"	"3.00"	"BDBM477215"	"CCCCC(=O)Nc1ccc(C#Cc2cnc(C(=O)NCC(=O)OCC3CC3)c(O)c2)cc1"	"IC50"	"'='"	"5200.0"	"nM"	"5.28"	""	"992700"	"UO_0000065"	"11.76"	"0.22"	"2.28"	"4.49"	"0"	"CHEMBL5736300"	"EGLN-1 Activity Assay : The EGLN-1 (or EGLN-3) enzyme activity is determined using mass spectrometry (matrix-assisted laser desorption ionization, time-of-flight MS, MALDI-TOF MS for assay details, see reference (Greis et al., 2006). Recombinant human EGLN-1-179/426 is prepared as described above and in the Supplemental Data. Full-length recombinant human EGLN-3 is prepared in a similar way, however it is necessary to use the His-MBP-TVMV EGLN-3 fusion for the assay due to the instability of the cleaved protein. For both enzymes, the HIF-1C. peptide corresponding to residues 556-574 (DLDLEALAPYIPAD DDFQL) is used as substrate. The reaction is conducted in a total volume of 50 uL containing TrisCl (5 mM, pH 7.5), ascorbate (120 uM), 2-oxoglutarate (3.2 uM), HIF-1C. (8.6 uM), and bovine serum albumin (0.01%). The enzyme, quantity predetermined to hydroxylate 20% of substrate in 20 minutes, is added to start the reaction. Where inhibitors are used, compounds are prepared in dimethyl Sulfoxide at 10-fold final assay concentration. After 20 minutes at room temperature, the reaction is stopped by transferring 10 LIL of reaction mixture to 50 LL of a mass spectrometry matrix Solution (C-cyano-4-hydroxycinnamic acid, 5 mg/mL in 50% acetonitrile/0.1% TFA, 5 mM NHPO). Two micro liters of the mixture is spotted onto a MALDI-TOF MS target plate for analysis with an Applied Biosystems (Foster City, Calif.) 4700 Proteomics Analyzer MALDI-TOF MS equipped with a Nd:YAG laser (355 nm, 3 ns pulse width, 200 HZ repetition rate). Hydroxylated peptide product is identified from substrate by the gain of 16 Da. Data defined as percent conversion of Substrate to product is analyzed in GraphPad Prism 4 to calculate ICso values."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5728208"	"37"	"BindingDB Patent Bioactivity Data"	""	"2021"	"None"	""	""	""	"5200.0"
"CHEMBL5748224"	""	"None"	"417.35"	"0"	"2.78"	"BDBM413050"	"N#Cc1ccc(-c2cnn(-c3ccc(C(=O)NCCOC(F)(F)F)cn3)c2O)cc1"	"IC50"	"'='"	"30.9"	"nM"	"7.51"	""	"823606"	"UO_0000065"	"17.99"	"0.34"	"4.73"	"6.64"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"30.9"
"CHEMBL6013671"	""	"None"	"451.48"	"0"	"4.38"	"BDBM413115"	"Cc1cc(C#N)ccc1-c1cnn(-c2ccc(C(=O)NCC3CCC(F)(F)CC3)cn2)c1O"	"IC50"	"'='"	"6.31"	"nM"	"8.20"	""	"823671"	"UO_0000065"	"18.16"	"0.34"	"3.82"	"7.90"	"0"	"CHEMBL5734365"	"Inhibition Assay: The IC50 values for the PHD2 enzyme (residues 181-417) were determined by mixing increasing amounts of inhibitor with a fixed amount of enzyme (5 nM, final concentration) and Biotin labeled peptide (Biotin-Asp-Leu-Glu-Met-Leu-Ala-Pro-Tyr-Ile-Pro-Met-Asp-Asp-Asp-Phe-Gln-Leu, 1 uM final concentration) and 2-Oxyglutarate (2 uM final concentration) in 50 mM HEPES, 50 mM KCl, 0.5 mM TCEP, 2 uM FeCl2, 0.1 mg/ml BSA, at pH 7.3. The reaction was conducted by pre-incubating the enzyme in the presence of inhibitor for 60 min at room temperature. The activity of the free enzyme was measured by adding the peptide, the 2-Oxoglutarate (see above for final concentrations), and Ascorbic Acid (1 mM final concentration). The enzymatic activity was quenched after 60 min by adding an excess of a tight binding inhibitor to the assay mixture. The amount of product released was measured by using a LC/MS system (Agilent HPLC with Applied Biosystems API3000 Mass Spectrometer)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5727290"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"6.31"
